"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
18e04ccc-48d5-45ed-9b79-42fb091180a6,162d5f6e-689c-4865-be5e-0d892cbd672a,"#N/A","#N/A",2e8aa85d-3156-4975-af14-20290bef2bfd,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
19148e7d-b27a-4bed-90a8-cba5bf82324c,516aa848-8245-44cd-9419-bfaf1c8b3e59,"#N/A","#N/A",a9d6f6d7-e30c-4200-8379-de13a0c1756f,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
197170c5-f175-47ae-8ced-f7700de31c7e,9727a6b4-dc86-4539-9964-9760a4fa76de,"#N/A","#N/A",8faf0350-46f1-418a-9e8c-26ea9f42818c,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
199f23c8-5a02-419c-9806-7a14ec56b4d0,b4b20146-e989-4879-950f-68d5af464bf4,"#N/A","#N/A",1aac05d8-9afd-4379-a84f-9c534efd5eec,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
19b38061-4e5a-415b-a584-2fc0c73861e9,852e8915-4e2a-4e6a-baea-86a91ee1ed8b,"#N/A","#N/A",60989e72-2739-4fb7-a968-bd2603421037,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a00c27e-aad8-4efe-970c-415016ef47a4,52a838dc-a9df-432d-bb01-21a459eebc8b,"#N/A","#N/A",fe73798f-0eb3-4bbe-ad0e-bf662eb50e10,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1a17c8e3-1c98-42f2-9629-8211b958cac0,37b6bee9-ba21-465d-b17a-2f0c22c09a0c,"#N/A","#N/A",ebd03be8-d736-4ba2-b1f7-b27166968366,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a256db9-6319-4ac2-8719-8a2ab133dcb5,"#N/A",Sales Cloud,"#N/A","#N/A",Lead Page Layout - Lead Source,false,"#N/A",Low,"#N/A",Approved,Lead Source field on Lead Page Layout,"#N/A","#N/A","#N/A",Change Request,Metadata
1a3b2a07-47d1-47ad-94db-30e4752a4a52,07783c94-b56a-494f-b98e-8aa1e98423b3,"#N/A","#N/A",1f3d8067-aa7e-4817-a010-4778876443fd,Is it possible to change the color of the emergency shut-off button?  It really needs to be red.,false,"#N/A",Medium,New problem,Closed,Emergency shut-off button isn't red,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a486d0f-6e5a-458b-9603-91fed7de403e,ac9a8dad-559c-4927-9818-b5841fa186c6,"#N/A","#N/A",fc10b9aa-57d5-4866-82e7-3fd5cff162ba,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a4a6d94-dcc2-45e3-bfca-6fa6ca458472,50a8213d-7df3-40dd-b8d3-6c81ab62b3ee,"#N/A","#N/A",2f467a1d-683f-482f-8271-e40f7f54ca4c,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1a5eb4e5-ea7f-407e-873b-f0c19c8a6d07,ac9a8dad-559c-4927-9818-b5841fa186c6,"#N/A","#N/A",6be5a449-44d4-4089-90c4-91fdf6123b82,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1a6054ea-6def-44bc-8525-bc8a556cbb56,f996b85c-5cbb-464a-bb07-87dae6160351,"#N/A","#N/A",3f2058a8-07e6-4310-bce5-6b0427e162ad,EMEA Case,false,"#N/A",Medium,User didn't attend training,Pending Approval,Error Message,"#N/A","#N/A","#N/A",Problem,"#N/A"
1a64dc54-00b7-4c58-be30-f10abd1ac49e,72cb50de-bae3-41af-8cab-44105f1fc019,"#N/A","#N/A",df29d493-9a17-4781-a13e-5fcc3d404017,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1a65ba54-8f17-4339-a69e-616544c78b87,06933aae-e08b-464d-aa98-9da903b5b6cc,"#N/A","#N/A",81533ac5-bbc7-43ec-ad95-aa5d95fe9143,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a69feb7-d524-46d3-990a-b56a20da5640,55685385-edde-42cc-8b28-a14e330dbd52,"#N/A","#N/A",c8dff94f-6874-422c-bbb3-56f8fa881daa,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a8863b4-ad91-4d09-85db-efe18a1b792e,3f73763e-176e-4d5f-964d-c3ce827ce81a,"#N/A","#N/A",b77da674-43af-435e-8f62-d02fb71ad992,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1a94885e-7983-454d-a763-a1089f3a43a5,1c3d3314-0dec-484e-aae1-02321e986706,"#N/A","#N/A",1f293be3-48e1-4003-a1de-cc05057effb1,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1a9b016e-f315-4bde-902c-e3b71048595d,3b278519-9a0d-4a24-90e2-09e37854f2bd,"#N/A","#N/A",9ecd5a82-58f7-44b6-91b1-e70dfda7361f,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1aa39fa3-dea5-4193-8add-bbd1cd0afcc3,98dc0266-6271-4a99-9606-f1c61ae266bc,"#N/A","#N/A",04be8bd5-5dc4-4695-a100-16bdc1a88433,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1b06251e-33ef-4a6d-82ab-89bb95155be5,96fbf306-4ce1-48d3-99c0-a2304ca5e6b0,"#N/A","#N/A",b9cfd109-395d-4151-8524-4abba14a26f7,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1b23551f-b88e-4341-8818-24fecb9913f3,3ce819b4-3c76-44a9-832d-2bd3d2ff8de5,"#N/A","#N/A",806dc65d-0f7d-4164-b247-c9186c607ba9,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1b812628-7cb1-4cc4-9dad-5e0a1e3a2f63,7eee1436-3087-475c-b191-344f20c4ad0c,"#N/A","#N/A",4ca418e3-f43a-4469-a5c8-e82f27dbac17,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1b867781-0040-4486-a3e5-bdf862c9338f,425d28b5-b2ed-4fa7-9dba-3668bfb52ed2,"#N/A","#N/A",ebbf37fd-0b3e-4d13-85a1-5b3cf424e150,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1bfab432-635e-499b-9412-df53ef08790f,5c5b9808-b9e8-4cc1-8585-6f429aae0f50,"#N/A","#N/A",9108d47c-4cae-4e45-a8fc-2cdddd3d994e,EMEA Case,false,"#N/A",Medium,Existing problem,Rejected,Full Trial Requested,"#N/A","#N/A","#N/A",Problem,"#N/A"
1c2032f9-4b8e-4782-8e36-aeaa529464a0,75c0d53e-2305-42f8-960e-5422e74a1756,"#N/A","#N/A",2f4a3b55-322d-4fbc-ae40-0657f00880f6,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1c4471ef-0f20-41b0-b6cf-0e7b52f8000c,c313ffc8-35f9-46c6-b8ae-39be3f3dff11,"#N/A","#N/A",10c13584-b336-4d7a-b1a9-cc24a719bba2,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1c7a130d-665e-4082-88d5-daae65c74623,e20bdf3e-07a4-44ae-a984-9f53f76cc1ba,"#N/A","#N/A",084435de-f307-4830-bb1e-8fb6fd405f23,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1c926d5d-38b1-4be6-abfa-e1135f15cb03,dc9ba173-8fe8-4fe3-b271-70a38d70e174,"#N/A","#N/A",8b9bb2a3-6fd8-48bb-811a-ed21824e7814,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1cc95047-37e1-4d32-83f7-022b2cf0e5dc,5c5b9808-b9e8-4cc1-8585-6f429aae0f50,"#N/A","#N/A",825291af-91ab-4d96-a199-f4be4ff0b238,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1cdcd4b2-f8ff-40c5-8efc-11695e47f4cb,689f1903-cade-427c-994a-f335e7840791,"#N/A","#N/A",5e1211a6-5697-413d-9dc9-99991b5add25,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d1a2779-828e-4ac0-801e-ffe5ea9ea3ce,0daf3d8a-1900-4589-8e14-d2591f2f14cd,"#N/A","#N/A",78e6313f-3d77-4547-b062-2ddd876b550d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d2d021e-f915-4ae3-92d3-5bd8240a2f06,3e676566-6478-4799-8540-bffc9c15bdef,"#N/A","#N/A",1d8a696e-4740-458f-b462-928051452243,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d418374-91d4-48f8-8282-876396b459fc,35cc051d-a92a-49ed-a2a5-06e6a00d9319,"#N/A","#N/A",85f8c99a-166f-4d95-a51d-199a2b272843,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d55a37b-1197-48bf-b1c4-1173c966c97f,95035625-cacd-47a3-8ca0-bace829b4f8c,"#N/A","#N/A",b72448f1-c611-4c9c-a2cf-ba73ee1ca0ec,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d5a8cff-0665-4b4f-8a4a-fa24c28b7cad,a359a09c-a282-4f16-8709-11a17c9446e3,"#N/A","#N/A",c1fa8904-d375-4d9d-8bc5-8db9099d1edb,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d5c33f1-488b-457b-b5ed-5f51771922fd,b5a16c4d-78f2-4e26-bf4a-c8838951621a,"#N/A","#N/A",0de42753-a02b-42db-a15b-21a61c6db758,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1d76963e-31d6-45ab-ac60-19e3f7e1bd20,0384b782-28e4-464c-8fc5-7fad26565a77,"#N/A","#N/A",96bfdcf5-1d67-4f37-a45d-dbb564d5c5d2,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1dbe8589-2aef-42e9-a80f-2dcb21068ac5,bd1533fc-7051-4a00-8941-fef9f7afc476,"#N/A","#N/A",b169fb06-90b3-4658-8e84-34c37d5d2ac3,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1dced21c-b35f-4042-9e6c-a0bf7e7a92aa,35cc051d-a92a-49ed-a2a5-06e6a00d9319,"#N/A","#N/A",046e53a1-7ede-442a-9a9f-d7e815027ad0,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
1dd2860d-edb7-475e-b925-d9b4b50dd2b1,ac9a8dad-559c-4927-9818-b5841fa186c6,"#N/A","#N/A",fd93aa77-daa0-4977-a3f0-2d5c1b16aa29,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1e20de76-7da5-4f59-9ace-ffddb02b5e0d,0054ba45-53e2-4c49-b8d4-9dcfba9efd7d,"#N/A","#N/A",9ecd5a82-58f7-44b6-91b1-e70dfda7361f,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1e9430ad-f45f-4005-b80d-5c29a66fef25,cc0cfd54-949f-4a66-9128-7de8e7c05536,"#N/A","#N/A",bcbc291f-8d63-419c-b216-7e3d316cc549,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
1e980b8c-b7d3-49c3-9921-7bd0e8f38bd2,dd473e33-1f6b-42b7-a337-96267e991e5c,"#N/A","#N/A",877497ca-99b9-4510-a98a-d74cfc0ac5f3,User Needs Help,false,"#N/A",Medium,New problem,Approved,Sporadically Blank User and Org fields on output,"#N/A","#N/A","#N/A",Problem,"#N/A"
1e9ec0c6-b45a-4841-bce5-109db86a6525,e515610b-2f30-4ab1-af21-4a1942fab742,"#N/A","#N/A",0b74c43d-4c5a-45d6-b579-935f207256b6,"#N/A",false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1eaccced-0acd-4c08-8b2e-5d54ade6c6d3,444ea7d2-d3db-42a9-b0d8-9b9dcf7dbd3c,"#N/A","#N/A",b71bf818-153e-4311-af62-2269c65b2cda,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1ed3c0b0-d281-442a-bbc4-2e9a3a72b011,88715f36-5288-4fb7-a0ed-d31cddfdb09c,"#N/A","#N/A",962f088e-f905-471f-9edb-ba5e261a93a2,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1ef9ba84-6430-4f08-b36a-bb9d308a4809,15b6d984-9766-4a97-95e4-c46418d6da1c,"#N/A","#N/A",e25ebffa-efda-4c92-9c01-32c5c9f62028,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f0ad9e6-01c3-4925-a3b3-e86e0527d0ab,30e6f7a3-bc4a-4d15-8829-5c1c3aaeaea6,"#N/A","#N/A",3d84b13f-60ce-4ace-9ad1-8556dc7d7647,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f3ba8a2-bdf2-4e80-b6c3-a264f8c13846,7bc20484-a6ed-4ea0-b597-4fdc8ce05c39,"#N/A","#N/A",a7b1fd7c-ad5b-40cb-8b02-ae953fbcec3e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f5c0c1c-19f4-4c3a-884c-165c9cfb386e,15b6d984-9766-4a97-95e4-c46418d6da1c,"#N/A","#N/A",88862d96-24ed-4a8e-b290-1a7f70a9f6c2,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f77d8a1-f9d8-4db9-a4e1-d03db0dae26c,d15e681d-8a42-4930-8b82-60e44bb9454f,"#N/A","#N/A",8b50eb07-dd03-4894-94ab-5ec0f4e227a3,Prefers Direct Phone Outreach,false,"#N/A",Medium,User didn't attend training,Rejected,Word template tweaks on detail region,"#N/A","#N/A","#N/A",Question,"#N/A"
1f919a3e-1bb1-49fb-aa3a-58d91f5f2626,d241f15c-762d-43c5-8a11-bb93c5f38107,"#N/A","#N/A",33480e51-aa21-443f-ad6c-b40e3b93c579,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1f95c6fe-2108-45ec-8176-0da0b0898c67,0547c229-8d36-4915-a115-243ab2011646,"#N/A","#N/A",e0c02fdc-4feb-41bf-b16c-a951305be9a9,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
1fb09cad-cb57-461c-b415-e452f799a969,516aa848-8245-44cd-9419-bfaf1c8b3e59,"#N/A","#N/A",d2024cd4-8351-4608-9add-18fcc3b08e50,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2015f5ef-3677-4a2f-9958-9bcdeb26bb82,6429b20d-af82-4cba-bc2e-68bb3a6e9932,"#N/A","#N/A",ec6efe33-ac1a-47a2-8ef1-1e8885c47061,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
202f578e-de3b-410f-8bf2-568fb9f1aa07,88715f36-5288-4fb7-a0ed-d31cddfdb09c,"#N/A","#N/A",84725462-de8a-40f3-82cf-8da8838dfd49,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
204c90ba-8325-4500-b56d-bbd78b2d0c1b,c46e6e85-0783-440a-9844-17c7c197df75,"#N/A","#N/A",543d68bc-1e21-4c06-bb9f-edbe751932e1,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Pending Approval,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2060a6fd-e97f-49d9-ab23-10eb3ab0db69,7eee1436-3087-475c-b191-344f20c4ad0c,"#N/A","#N/A",eefb4d53-0cf7-4e69-abe2-04ca5878d300,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
20bff33f-4f12-46ce-a9a8-e6c1c0144ffd,3d058062-026a-4c6d-8a06-1d9186d24864,"#N/A","#N/A",31e92fe0-9239-4bc8-804c-25c347a00175,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
20d59411-7080-4894-bfd8-24f7e3fce426,444ea7d2-d3db-42a9-b0d8-9b9dcf7dbd3c,"#N/A","#N/A",17d21af3-74b2-460f-9794-eded91992658,Is it possible to make our widgets waterproof?,false,"#N/A",Medium,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2133fb5d-a582-49f5-b529-78ce8e6e5805,ed3c0d38-dfac-4640-ab41-3a248a0d843c,"#N/A","#N/A",5d29bf30-4b08-4d24-9b9f-20613d4d40b6,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
217f8efb-d519-44cb-8477-cc574d2c3b04,50392b06-ee37-49bf-abf8-7d2be1fdbfba,"#N/A","#N/A",358798b7-12c9-4c24-8867-d7823823472b,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
21855176-92c8-4870-bf80-5dbf6085f5d1,e5170054-211c-4cf0-8280-a810fac568ed,"#N/A","#N/A",61a45ad4-2aad-4b9b-9d39-810188f34f11,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
21ac6f63-cf94-45f0-bc92-592be305a680,55685385-edde-42cc-8b28-a14e330dbd52,"#N/A","#N/A",b0480346-3dad-46ac-a2bc-32df9a1559e0,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
21be44aa-4c4f-4636-9cdc-fe5c789f4b3b,7220021b-8182-4104-98fb-b7fbff6e0e44,"#N/A","#N/A",a4cfcdcf-fb59-4e70-a73c-fad4d7b48f68,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
21fe4380-c838-4f27-8dd4-45d2274b23cb,9fa9c141-6b6b-417b-8567-d8c2d74c5243,"#N/A","#N/A",f22ee1b6-f21d-45a9-96fa-15635a7ac47c,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
2214fd6a-f1d5-49b7-9f3f-65c021af6e1d,9149b8d0-693b-4975-b4c3-2b66d0435247,"#N/A","#N/A",77dd20f9-0d1a-4981-9841-87bb0a0d6e7b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
222fb981-5753-4fdc-8a20-964901ac00a6,"#N/A",Revenue Cloud,"#N/A","#N/A",Update % required for deposit on Opportunity,false,"#N/A",High,"#N/A",Approved,Update Deposit Amount,"#N/A","#N/A","#N/A",Change Request,Metadata
223a61c9-2b5a-44ea-935e-df93d0a5ae85,7bde0149-7327-4349-b6ca-9bcca338d7b5,"#N/A","#N/A",04be8bd5-5dc4-4695-a100-16bdc1a88433,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22533837-765b-4b18-9d2c-53ca25cca8b3,bcad34b8-16f5-4049-918e-3e734890a61c,"#N/A","#N/A",5318265b-7a3b-4894-99e4-d4d77f652c89,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22630bdb-29cc-46af-a486-48cf28fc1a42,6429b20d-af82-4cba-bc2e-68bb3a6e9932,"#N/A","#N/A",1c6422c1-fbc3-4cd4-a011-2f3caf09c568,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
226dfc27-05d9-4854-9c65-9ac83aec2232,fb605597-36b3-4254-88fa-9d298bf64051,"#N/A","#N/A",2cb65ea0-25c4-4c09-8654-3bdcecd08071,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22ad0832-4c34-49a1-a90e-a75cff44ecd8,3b278519-9a0d-4a24-90e2-09e37854f2bd,"#N/A","#N/A",de195f7b-d825-4da4-b5bc-ddb163a9eea4,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22e92666-a6ce-4ae8-947a-5ab8d91d8650,c313ffc8-35f9-46c6-b8ae-39be3f3dff11,"#N/A","#N/A",a8bf2225-1a31-47a2-a563-9b61dfabcd04,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
22e9915a-9c29-4599-9147-44cd22654b31,dc9ba173-8fe8-4fe3-b271-70a38d70e174,"#N/A","#N/A",f1e701ef-752a-458c-8cae-31d7de3199cb,Prefers Direct Phone Outreach,false,"#N/A",Medium,User didn't attend training,Escalated,Template Manager and parameters,"#N/A","#N/A","#N/A",Question,"#N/A"
22ed465a-2b3f-4d68-a95a-1c5a4f73a012,068f7e69-1422-4e2e-bfb6-d80d9c12ba4a,"#N/A","#N/A",d0b753a6-a00d-437d-911e-c698bae13c4b,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
230c1ea2-2967-4710-9a3a-6a49b714aaea,c46e6e85-0783-440a-9844-17c7c197df75,"#N/A","#N/A",0cf82c10-b81c-488b-b631-ee310727d4a8,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
2324ac50-cb54-4002-aed6-99693400af76,c901327b-00ba-4026-852d-5447cc8ac4a9,"#N/A","#N/A",5c4681a3-c1a6-4a07-ac9e-954cccbe18cc,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Closed,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
239c938c-86f4-44e2-ba58-aabf47ffae1c,e5170054-211c-4cf0-8280-a810fac568ed,"#N/A","#N/A",005aec57-4841-4c0d-99bc-e19fe2029b2d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Approved,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
